Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Relative Effort,Commute,Activity Gear,Filename
1188085908,"Sep 17, 2017, 11:08:11 AM",Afternoon Run,Run,,1635,5.57,71,false,,activities/1293768423.fit.gz
1195797276,"Sep 18, 2017, 5:50:28 AM",Ride to work,Ride,"",840,5.34,,true,,
1195798745,"Sep 18, 2017, 3:00:20 PM",Ride home from work,Ride,"",840,5.32,,true,,
1195800103,"Sep 21, 2017, 5:50:39 AM",Ride to work,Ride,"",840,5.34,,true,,
1195802021,"Sep 21, 2017, 3:00:00 PM",Ride home from work,Ride,"",840,5.32,,true,,
1195802840,"Sep 22, 2017, 5:50:00 AM",Ride to work,Ride,"",840,5.34,,true,,
1196081422,"Sep 22, 2017, 2:22:28 PM",Rainy commute home!,Ride,"",889,5.46,18,true,,activities/1301883488.fit.gz
1200590489,"Sep 25, 2017, 6:00:31 AM",Morning Ride,Ride,"",941,5.41,10,true,,activities/1306477844.fit.gz
1201123519,"Sep 25, 2017, 3:13:05 PM",Afternoon Ride,Ride,"",810,5.43,18,true,,activities/1307014210.fit.gz
1201231410,"Sep 25, 2017, 4:02:04 PM",Spinning Intervals,Workout,"",2734,0,58,,,activities/1307126601.fit.gz
1205962381,"Sep 28, 2017, 4:04:44 PM",Spinning,Ride,"",2952,0,41,false,,activities/1311900236.fit.gz
1212055080,"Oct 2, 2017, 4:05:57 PM",Spinning intervals,Ride,"",2549,0,60,false,,activities/1318081295.fit.gz
1222614485,"Oct 9, 2017, 4:02:58 PM",Spinning intervals,Ride,"",2717,0,61,false,,activities/1328774202.fit.gz
1227052372,"Oct 12, 2017, 4:01:36 PM",Spinning,Ride,"",2810,0,95,false,,activities/1333242586.fit.gz
1233262641,"Oct 16, 2017, 4:02:11 PM",Spinning,Ride,"",2701,0,52,false,,activities/1339557257.fit.gz
1239848650,"Oct 21, 2017, 7:51:18 AM",Morning Run with Dad,Run,"",2611,7.01,90,false,,activities/1346201902.fit.gz
1243566533,"Oct 23, 2017, 4:02:57 PM",Spinning intervals,Ride,"",2708,0,43,false,,activities/1349985193.fit.gz
1246463770,"Oct 25, 2017, 4:03:30 PM",Evening Ride,Ride,,2703,0,36,false,,activities/1352905608.fit.gz
1253742610,"Oct 30, 2017, 5:20:02 PM",Evening Run,Run,,2034,6.59,49,false,,activities/1360265332.fit.gz
1255155780,"Oct 31, 2017, 5:01:34 PM",Spinning,Ride,"",2900,0,79,false,,activities/1361684414.fit.gz
1260404916,"Nov 4, 2017, 10:28:45 AM",Lunch Run,Run,"",2153,7.03,138,false,,activities/1366994317.fit.gz
1268194297,"Nov 9, 2017, 5:03:24 PM",Spinning,Ride,"",2745,0,68,false,,activities/1374830721.fit.gz
1287619138,"Nov 23, 2017, 5:58:22 PM",Evening Run,Run,,2542,8.09,118,false,,activities/1394352576.fit.gz
1289676548,"Nov 25, 2017, 11:24:10 AM",Lunch Ride,Ride,"",2133,12.08,74,false,,activities/1396424431.fit.gz
1294279349,"Nov 28, 2017, 5:29:25 PM",Evening Run,Run,,2886,10.04,112,false,,activities/1401068405.fit.gz
1320933669,"Dec 20, 2017, 3:59:56 PM",Afternoon Run,Run,,2510,8.24,57,false,,activities/1428419965.fit.gz
1321786791,"Dec 21, 2017, 11:09:23 AM",Lunch Run,Run,,2597,8.20,143,false,,activities/1429295238.fit.gz
1338682369,"Jan 3, 2018, 10:21:14 AM",Lunch Run,Run,,3609,10.27,153,false,,activities/1446834732.fit.gz
1341992446,"Jan 5, 2018, 1:50:26 PM",Afternoon Run,Run,,3297,10.02,131,false,,activities/1450220261.fit.gz
1346574401,"Jan 7, 2018, 5:13:21 PM","Cross country skiing technique practice (+4 laps before starting the watch, 10k total)",Nordic Ski,"",3170,8.30,26,,,activities/1455095197.fit.gz
1348703904,"Jan 9, 2018, 5:01:35 PM",Spinning,Ride,"",2966,0,70,false,,activities/1457348192.fit.gz
1349863766,"Jan 10, 2018, 10:08:37 AM",Lunch Run,Run,"",3304,10.00,119,false,,activities/1458528918.fit.gz
1354741646,"Jan 13, 2018, 9:47:13 AM",Cross country skiing in Mora,Nordic Ski,"",11475,20.23,64,,,activities/1463529161.fit.gz
1356525005,"Jan 14, 2018, 9:57:01 AM","Granberget, amazing views from the top!",Nordic Ski,"",7007,12.81,50,,,activities/1465378644.fit.gz
1360260456,"Jan 16, 2018, 5:01:31 PM",Spinning,Ride,"",2943,0,39,false,,activities/1469238508.fit.gz
1361360474,"Jan 17, 2018, 10:13:19 AM",Lunch run in the Stockholm snow,Run,"",3428,10.03,108,false,,activities/1470368256.fit.gz
1363416619,"Jan 18, 2018, 5:11:54 PM",Skiing at Hellasgården,Nordic Ski,"",4376,8.20,41,false,,activities/1472471938.fit.gz
1369835944,"Jan 22, 2018, 3:55:22 PM",Snowy run in Helsinki,Run,"",2753,8.09,77,false,,activities/1479227377.fit.gz
1374301130,"Jan 25, 2018, 10:08:18 AM",Lunch Run,Run,,2958,10.04,179,false,,activities/1483795544.fit.gz
1374780428,"Jan 25, 2018, 4:31:21 PM",Spinning,Ride,"",2723,0,51,false,,activities/1484282195.fit.gz
1375897936,"Jan 26, 2018, 10:45:53 AM",Lunch Run with Business Wellness Group runners!,Run,"",2530,7.36,67,false,,activities/1485420599.fit.gz
1379307391,"Jan 28, 2018, 9:11:26 AM",Cross Country Skiing in Täby,Nordic Ski,"",8953,21.61,85,false,,activities/1488926181.fit.gz
1381142301,"Jan 29, 2018, 11:05:44 AM",Lunch Run,Run,,2812,8.30,73,false,,activities/1490870278.fit.gz
1383336335,"Jan 30, 2018, 6:00:11 PM",Gym cardio warmup (indoor bike),Ride,"",1290,10.00,,false,,
1384377693,"Jan 31, 2018, 10:00:05 AM",Lunch Run,Run,,2989,10.02,141,false,,activities/1494214604.fit.gz
1387614867,"Feb 2, 2018, 10:44:26 AM",Lunch Run,Run,,2439,7.27,20,false,,activities/1497570970.fit.gz
1394070223,"Feb 6, 2018, 10:11:33 AM",Lunch Run,Run,,2957,10.18,150,false,,activities/1504255682.fit.gz
1398854498,"Feb 9, 2018, 10:05:36 AM",Lunch run with dad,Run,"",2521,7.16,54,false,,activities/1509308766.fit.gz
1401969646,"Feb 11, 2018, 9:07:16 AM",Morning jog with father to see the king,Run,"",3485,7.88,19,false,,activities/1513020276.fit.gz
1406952711,"Feb 14, 2018, 10:08:25 AM",Icy Lunch Run,Run,"",2822,10.02,147,false,,activities/1518564681.fit.gz
1409972743,"Feb 16, 2018, 10:18:06 AM",Lunch Run,Run,,2090,7.04,81,false,,activities/1521872641.fit.gz
1411514481,"Feb 17, 2018, 9:11:54 AM",XC skiing with Carro in Högbo part 1,Nordic Ski,"",7019,13.72,54,false,,activities/1523542858.fit.gz
1411727510,"Feb 17, 2018, 11:51:10 AM",XC skiing with Carro in Högbo part 2,Nordic Ski,"",3679,8.54,20,false,,activities/1523761858.fit.gz
1418524249,"Feb 21, 2018, 9:55:31 AM",Morning Run,Run,,2359,8.06,100,false,,activities/1530994208.fit.gz
1419284306,"Feb 21, 2018, 5:48:43 PM",Kvällsrunda på hellas med Carro,Nordic Ski,"",4916,9.06,30,false,,activities/1531768725.fit.gz
1421462979,"Feb 23, 2018, 5:39:57 AM",Morning Run,Run,,1724,6.10,72,false,,activities/1534029949.fit.gz
1423148085,"Feb 24, 2018, 10:35:14 AM",Lunch Run with Carro,Run,"",2534,6.01,24,false,,activities/1535771507.fit.gz
1425634855,"Feb 25, 2018, 1:55:36 PM",Afternoon Activity,Swim,"",2178,"1,095",5,false,,activities/1538371061.fit.gz
1428697928,"Feb 27, 2018, 4:17:54 PM",Afternoon Ride,Ride,"",2851,0,50,false,,activities/1541561038.fit.gz
1430442402,"Feb 28, 2018, 7:20:40 PM","Cross country skiing in Ursvik, only -12!",Nordic Ski,"",1800,5.00,,false,,
1431493579,"Mar 1, 2018, 3:57:40 PM",Cross country skiing in Ursvik: making the most of the snow!,Nordic Ski,"",3510,10.13,9,false,,activities/1544426797.fit.gz
1433829913,"Mar 3, 2018, 11:04:34 AM",Run in the winter sun,Run,"",4572,15.12,215,false,,activities/1546806962.fit.gz
1435579079,"Mar 4, 2018, 11:07:32 AM",Skiing in Lida,Nordic Ski,"",2900,7.15,13,false,,activities/1548634623.fit.gz
1435858942,"Mar 4, 2018, 1:22:45 PM",Post-sausage skiing round 2,Nordic Ski,"",1656,4.41,5,false,,activities/1548924606.fit.gz
1438862629,"Mar 6, 2018, 11:06:17 AM",Lunch Run,Run,,2019,5.63,16,false,,activities/1552039314.fit.gz
1439285848,"Mar 6, 2018, 4:17:48 PM",Spinning,Ride,"",3003,0,65,false,,activities/1552473994.fit.gz
1442600981,"Mar 8, 2018, 4:31:30 PM",Spinning,Ride,"",2783,0,49,false,,activities/1555875330.fit.gz
1445133288,"Mar 10, 2018, 8:55:11 AM",Morning Run,Run,"",5137,16.20,204,false,,activities/1558498810.fit.gz
1447925537,"Mar 11, 2018, 2:43:15 PM",Afternoon Swim,Swim,"",5133,"3,314",4,false,,activities/1561405475.fit.gz
1450366125,"Mar 13, 2018, 6:04:11 AM",Spinning,Ride,"",2537,0,79,false,,activities/1563942651.fit.gz
1453864379,"Mar 15, 2018, 5:44:27 AM",Morning Run,Run,,2099,7.31,88,false,,activities/1567531409.fit.gz
1457766142,"Mar 17, 2018, 3:53:04 PM",Afternoon Run,Run,"",2960,10.03,133,false,,activities/1571530065.fit.gz
1461939179,"Mar 20, 2018, 6:01:09 AM",Spinning,Ride,"",2609,0,79,false,,activities/1575852167.fit.gz
1464571289,"Mar 21, 2018, 5:46:20 PM",2000m swimming,Swim,"",3259,"1,875",14,false,,activities/1578624825.fit.gz
1465260494,"Mar 22, 2018, 6:36:47 AM",Morning Ride,Ride,"",905,5.57,13,true,,activities/1579347945.fit.gz
1468615109,"Mar 24, 2018, 10:10:52 AM",Premiärmilen,Run,"",2654,10.06,159,false,,activities/1582818839.fit.gz
1470992565,"Mar 25, 2018, 9:59:36 AM",Lunch Ride - Garmin died for the last part so I guess those kilometers don't count,Ride,"",8878,55.00,198,false,,activities/1585287192.fit.gz
1472443611,"Mar 26, 2018, 5:56:05 AM",Morning Ride,Ride,"",970,5.56,22,true,,activities/1586849201.fit.gz
1472557846,"Mar 25, 2018, 12:30:20 PM",Part after Garmin died,Ride,"",528,3.81,,false,,
1473083344,"Mar 26, 2018, 2:48:09 PM",Afternoon Ride,Ride,,3140,21.09,87,false,,activities/1587518569.fit.gz
1474097279,"Mar 27, 2018, 5:55:44 AM",Morning Ride,Ride,"",880,4.93,15,true,,activities/1588564924.fit.gz
1474305056,"Mar 27, 2018, 9:32:41 AM",Lunch Run,Run,"",2192,5.38,49,false,,activities/1588781141.fit.gz
1474687406,"Mar 27, 2018, 2:52:23 PM",Afternoon Ride,Ride,"",738,4.93,9,true,,activities/1589174777.fit.gz
1475820690,"Mar 28, 2018, 5:52:05 AM",Morning Ride,Ride,,762,4.92,12,false,,activities/1590341695.fit.gz
1476015595,"Mar 28, 2018, 9:21:12 AM",Lunch Run,Run,"",2112,5.78,33,false,,activities/1590545837.fit.gz
1476500024,"Mar 28, 2018, 3:30:48 PM",Afternoon Ride,Ride,,734,4.94,15,false,,activities/1591050652.fit.gz
1480155812,"Mar 30, 2018, 1:58:12 PM",Afternoon Ride,Ride,"",9852,68.30,255,false,,activities/1594836489.fit.gz
1481656562,"Mar 31, 2018, 12:17:52 PM",Afternoon Ride,Ride,,5686,40.36,154,false,,activities/1596425172.fit.gz
1486732506,"Apr 3, 2018, 5:45:07 AM",Morning Ride,Ride,"",712,4.44,7,false,,activities/1601737091.gpx.gz
1487332446,"Apr 3, 2018, 3:21:13 PM",Afternoon Ride,Ride,"",682,4.78,6,true,,activities/1602355692.fit.gz
1487452981,"Apr 3, 2018, 4:01:12 PM",Spinning,Ride,"",2792,0,38,false,,activities/1602479704.fit.gz
1490213155,"Apr 5, 2018, 5:54:40 AM",Morning Ride,Ride,,715,4.92,24,false,,activities/1605317565.fit.gz
1490470865,"Apr 5, 2018, 9:44:41 AM",Lunch Run,Run,,2956,10.03,138,false,,activities/1605582465.fit.gz
1490874005,"Apr 5, 2018, 2:55:09 PM",Afternoon Ride,Ride,,682,4.89,19,false,,activities/1605997263.fit.gz
1494233515,"Apr 7, 2018, 9:40:06 AM",Lunch Run,Run,,9386,24.17,193,false,,activities/1609467185.fit.gz
1498075259,"Apr 9, 2018, 5:54:05 AM",Morning Ride,Ride,"",816,4.91,4,true,,activities/1613552294.fit.gz
1498703205,"Apr 9, 2018, 3:13:06 PM",Afternoon Ride,Ride,,698,4.96,2,false,,activities/1614214048.fit.gz
1499010684,"Apr 9, 2018, 4:08:16 PM",Brilliant weather 4 days in a row... until I get on my bike. I got wet...,Ride,"",6695,50.31,106,false,,activities/1614528109.fit.gz
1499781300,"Apr 10, 2018, 5:01:14 AM",Spinning,Ride,"",2465,0,39,false,,activities/1615321630.fit.gz
1499816264,"Apr 10, 2018, 6:06:27 AM",Morning Ride,Ride,,852,4.96,14,false,,activities/1615358334.fit.gz
1501107691,"Apr 10, 2018, 7:51:13 PM",Night Ride,Ride,,697,4.99,6,false,,activities/1616681546.fit.gz
1501751676,"Apr 11, 2018, 6:26:19 AM",Morning Ride,Ride,"",750,4.86,8,true,,activities/1617343943.fit.gz
1502449951,"Apr 11, 2018, 3:41:15 PM",Afternoon Ride,Ride,"",710,5.26,6,true,,activities/1618064438.fit.gz
1511485039,"Apr 16, 2018, 6:12:03 AM",Morning Ride,Ride,,788,4.92,5,false,,activities/1627465157.fit.gz
1512090789,"Apr 16, 2018, 3:12:42 PM",Afternoon Ride,Ride,,733,4.92,6,false,,activities/1628095682.fit.gz
1512513683,"Apr 16, 2018, 4:33:21 PM",Carro's first ride with her new bike,Ride,"",8165,45.22,36,false,,activities/1628527378.fit.gz
1513210920,"Apr 17, 2018, 6:02:13 AM",Morning Ride,Ride,,710,4.93,15,false,,activities/1629248324.fit.gz
1513542951,"Apr 17, 2018, 9:32:05 AM",Lunch Run,Run,"",1582,5.68,25,false,,activities/1629592160.tcx.gz
1513922904,"Apr 17, 2018, 3:03:05 PM",Afternoon Ride,Ride,,713,4.91,9,false,,activities/1629984874.fit.gz
1515316647,"Apr 18, 2018, 6:07:25 AM",Morning Ride,Ride,,800,4.92,12,false,,activities/1631424287.fit.gz
1516087313,"Apr 18, 2018, 3:14:51 PM",Afternoon Ride,Ride,,724,4.94,3,false,,activities/1632221441.fit.gz
1516517732,"Apr 18, 2018, 4:50:17 PM",Evening Ride with Carro,Ride,"",5237,31.63,55,false,,activities/1632663580.fit.gz
1517496663,"Apr 19, 2018, 6:11:40 AM",Morning Ride,Ride,,717,4.89,15,false,,activities/1633683129.fit.gz
1518238044,"Apr 19, 2018, 3:06:34 PM",Afternoon Ride,Ride,,719,4.96,4,false,,activities/1634451892.fit.gz
1519588058,"Apr 20, 2018, 6:05:30 AM",Morning Ride,Ride,,730,4.95,12,false,,activities/1635852499.fit.gz
1520206707,"Apr 20, 2018, 2:11:26 PM",Afternoon Ride,Ride,,677,4.95,13,false,,activities/1636493771.fit.gz
1524970565,"Apr 22, 2018, 8:45:18 AM",Morning Ride with Carro to Adelsö and back 🚴‍♂️🚴‍♀️,Ride,"",20644,82.75,80,false,,activities/1641470999.fit.gz
1526320949,"Apr 23, 2018, 6:14:23 AM",Morning Ride,Ride,,698,4.94,11,false,,activities/1642905177.fit.gz
1528186462,"Apr 24, 2018, 6:04:30 AM",Morning Ride,Ride,,701,4.93,11,false,,activities/1644860062.fit.gz
1529080703,"Apr 24, 2018, 3:28:02 PM","If it's not raining, it's not training",Ride,"",4245,34.17,148,false,,activities/1645792838.fit.gz
1572892268,"May 15, 2018, 5:37:23 AM",Morning Ride,Ride,,800,4.93,14,false,,activities/1691355452.fit.gz
1573722760,"May 15, 2018, 3:20:14 PM",Afternoon Ride,Ride,,744,4.89,12,false,,activities/1692215841.fit.gz
1575161328,"May 16, 2018, 6:01:38 AM",Morning Ride,Ride,,842,4.84,15,false,,activities/1693694840.fit.gz
1575932901,"May 16, 2018, 3:23:54 PM",Afternoon Ride,Ride,,774,4.86,10,false,,activities/1694487483.fit.gz
1576477669,"May 16, 2018, 4:37:43 PM",Evening Ride with Carro,Ride,"",9446,45.27,57,false,,activities/1695048063.fit.gz
1581840361,"May 19, 2018, 8:47:21 AM",Bräknetrampen with Carro,Ride,"",15673,90.82,165,false,,activities/1700601061.fit.gz
1585807217,"May 21, 2018, 5:56:10 AM",Morning Ride,Ride,,781,4.85,10,false,,activities/1704727052.fit.gz
1586786067,"May 21, 2018, 3:27:44 PM",Afternoon Ride,Ride,,760,4.90,6,false,,activities/1705737637.fit.gz
1588038178,"May 22, 2018, 5:47:29 AM",Morning Ride,Ride,,877,4.89,11,false,,activities/1707036767.fit.gz
1588803434,"May 22, 2018, 2:57:42 PM",Afternoon Ride,Ride,,688,4.86,7,false,,activities/1707829722.fit.gz
1590226938,"May 23, 2018, 5:57:20 AM",Morning Ride,Ride,,869,4.87,13,false,,activities/1709293925.fit.gz
1591075847,"May 23, 2018, 3:04:24 PM",Afternoon Ride,Ride,,3867,30.32,170,false,,activities/1710171360.fit.gz
1592436682,"May 24, 2018, 6:08:26 AM",Morning Ride,Ride,,788,4.85,13,false,,activities/1711576477.fit.gz
1593188260,"May 24, 2018, 3:22:40 PM",Afternoon Ride,Ride,,742,4.90,9,false,,activities/1712354294.fit.gz
1599014564,"May 27, 2018, 7:49:13 AM",Morning Ride,Ride,"",10491,80.13,374,false,,activities/1718549792.fit.gz
1603995464,"May 29, 2018, 4:18:28 PM",Piping hot!,Run,"",2676,8.97,133,false,,activities/1723864493.fit.gz
1606679509,"May 30, 2018, 6:17:20 PM",Evening Ride with Carro,Ride,"",7557,45.08,24,false,,activities/1726719647.fit.gz
1611834967,"Jun 2, 2018, 7:10:52 AM",Ringsjön runt,Ride,"",17882,122.79,708,false,,activities/1732229429.fit.gz
1620500735,"Jun 6, 2018, 8:09:49 AM",Morning Ride,Ride,,5745,45.20,174,false,,activities/1741571044.fit.gz
1629316215,"Jun 10, 2018, 9:40:57 AM",Got lost a few times but made it to our lunch stop eventually! 👍😀 from home to Grisslinge havsbad,Ride,"",8357,34.74,114,false,,activities/1750977052.fit.gz
1629753907,"Jun 10, 2018, 1:59:45 PM",Grisslinge Havsbad to Rindö,Ride,"",2520,17.02,115,false,,activities/1751433208.fit.gz
1629855934,"Jun 10, 2018, 3:05:24 PM",Across to Vaxholm,Ride,"",778,4.77,17,false,,activities/1751543733.fit.gz
1630293241,"Jun 10, 2018, 5:10:11 PM",From the boat home,Ride,"",1456,8.46,33,false,,activities/1752001113.fit.gz
1641512605,"Jun 15, 2018, 9:28:10 PM",Vätternrundan,Ride,"",44118,296.98,752,false,,activities/1763773489.fit.gz
1656178270,"Jun 23, 2018, 8:14:51 AM",Morning Run,Run,,2600,8.46,100,false,,activities/1779117672.fit.gz
1660763915,"Jun 25, 2018, 7:42:52 AM",Morning Run,Run,,2523,8.46,118,false,,activities/1783931690.fit.gz
1671236598,"Jun 30, 2018, 9:21:29 AM",Testing the wetsuit ready for Vansbro,Swim,"",2321,"2,531",3,false,,activities/1794778789.fit.gz
1674357271,"Jul 1, 2018, 2:41:39 PM",Afternoon Run,Run,,3047,10.05,77,false,,activities/1798026713.fit.gz
1686710279,"Jul 7, 2018, 12:55:29 PM",Vansbrosimningen,Swim,"",3720,"3,000",,false,,
1688444450,"Jul 8, 2018, 9:37:30 AM",Lunch Run,Run,,2161,7.20,96,false,,activities/1812615067.fit.gz
1692515137,"Jul 10, 2018, 4:28:52 AM",Morning run with Carro,Run,"",1598,3.86,6,false,,activities/1816870883.fit.gz
1695091343,"Jul 11, 2018, 9:01:01 AM",Lunch Run,Run,,3103,10.05,87,false,,activities/1819552106.fit.gz
1697882002,"Jul 12, 2018, 3:26:20 PM",Afternoon Run,Run,,3613,11.57,136,false,,activities/1822444453.fit.gz
1699907481,"Jul 13, 2018, 3:05:11 PM",Afternoon Jog for a quick paddle with Carro,Run,"",1874,4.04,11,false,,activities/1824546428.fit.gz
1704970180,"Jul 15, 2018, 5:19:33 PM",Evening Run,Run,,2950,10.04,114,false,,activities/1829823710.fit.gz
1706472173,"Jul 16, 2018, 2:40:18 PM",Light run home  in the 32 degree heat,Run,"",1747,5.01,40,false,,activities/1831387395.fit.gz
1710076242,"Jul 18, 2018, 5:39:04 AM",Morning Ride,Ride,"",780,4.90,18,true,,activities/1835099757.fit.gz
1710956953,"Jul 18, 2018, 2:31:10 PM",Afternoon Ride,Ride,,2385,17.97,58,false,,activities/1836022138.fit.gz
1712417500,"Jul 19, 2018, 5:48:08 AM",Morning Run,Run,"",1659,4.88,51,true,,activities/1837528744.fit.gz
1713383265,"Jul 19, 2018, 3:37:07 PM",Afternoon Ride,Ride,,2817,21.99,89,false,,activities/1838526506.fit.gz
1721674098,"Jul 23, 2018, 5:00:15 AM",Core,Workout,"",3300,0,,false,,
1728476878,"Jul 26, 2018, 5:51:50 AM",Morning Ride,Ride,,669,4.84,13,false,,activities/1854895921.fit.gz
1729106885,"Jul 26, 2018, 2:01:18 PM",Afternoon Ride,Ride,,659,4.92,14,false,,activities/1855574868.fit.gz
1729286707,"Jul 26, 2018, 2:18:03 PM",Afternoon Ride,Ride,,5917,45.04,218,false,,activities/1855760995.fit.gz
1737119573,"Jul 30, 2018, 5:00:22 AM",Core,Workout,"",3300,0,,false,,
1740430607,"Jul 31, 2018, 4:44:31 PM",Uphill treadmill run taking advantage of the AC!,Run,"",1800,5.00,,false,,
1741659998,"Aug 1, 2018, 5:51:33 AM",Morning Ride,Ride,"",714,4.87,18,true,,activities/1868586999.fit.gz
1742526659,"Aug 1, 2018, 2:44:44 PM",Afternoon Ride,Ride,,687,4.95,12,false,,activities/1869480492.fit.gz
1742588236,"Aug 1, 2018, 3:13:04 PM",After work run to go for a swim,Run,"",1059,3.01,27,false,,activities/1869546639.fit.gz
1745032814,"Aug 2, 2018, 3:05:32 PM",Treadmill uphill intervals - 400 hm total,Run,"Increasing elevation every 500m starting at 3%, speed set to 10km/h throughout",2700,7.50,,false,,
1752248460,"Aug 5, 2018, 4:21:21 PM",Evening Jog with Carro,Run,"",2130,4.88,10,false,,activities/1880618043.fit.gz
1753156916,"Aug 6, 2018, 5:00:06 AM",Core,Workout,"",3300,0,,false,,
1753158573,"Aug 4, 2018, 7:45:34 AM",Mixed cardio @ gym,Workout,"",2100,0,,false,,
